url,text,label
https://news.google.com/rss/articles/CBMiiAFBVV95cUxNTzRzWTZLOUtnTVBiSTY3WElzTHpnb2NvVHRCYUV3dmc3T3ZQUEtqM2ZkSlNpaGhPN0NmUTNoU20wNVkwZDBVZnNBaTEzZHpXS3B5dnM2YnZZMm10U0h3VjhVWmlKTWFpX2ZpM3cyUFNtME85UkdPblRuZkVIZnVORDRmYXdZbGYx?oc=5,Students Research AI’s Promise and Peril - Bowdoin College,0
https://news.google.com/rss/articles/CBMia0FVX3lxTE5XZ1o2THk1NXg2SFlIc1EzTFVscnJuLXpCU0I0OGhNaVIwVDkzcVpLVkw2VDN6ZFM2MElEX0VwVnpDY3pVTlBHLTAyUU9yaXNpSm5qQ0FBVVBfUGh5R2VUeU83RWhNN1NlOERv?oc=5,Association for Computational Linguistics (ACL) 2025 - Apple Machine Learning Research,0
https://news.google.com/rss/articles/CBMiX0FVX3lxTE52OURXRWtSd2FiRzdtZDh2b2hSdkk2WDRTWVBpU1EzXzBQNW43Y3FDWWRiOF9OUExGdXczTXBfZzFNZVFTMlBZa21SSF9Ra1h0X1hhWFhVZFY4NmdDTGhV?oc=5,Leveraging computational linguistics and machine learning for detection of ultra-high risk of mental health disorders in youths | Schizophrenia - Nature,0
https://news.google.com/rss/articles/CBMioAFBVV95cUxPZXhSc05NNkI4TWFxQmp2N1hqZE5kMzNIZXRobVZ0aDhoYnVfaS1fSFdmUUFfY1ctWGV2THNLb20zX3BoZ0pkTUJiVjNHSXJHRS1BckVBVTAyYWFTcFlzNjFkYzhIanVsbEZZVDZlVlI2NGV1R2xnb0VJS3BZUHBTMzZuYzhlWE5pWTVHQXQ2Y1ZrVzNpeHAzQ1FhZTMybmRO?oc=5,"Professor explores the areas of computational linguistics - University of Nevada, Reno",0
https://news.google.com/rss/articles/CBMikAFBVV95cUxQaVdSSG1rRU9TcGg1TFZRQnREdjNwQkt3ZElibG1JWUZfM3RaaHRzYngzclVOTHk5TDladUhEVnRlRFQxVU1OczdvQ3lsTFZYMjItUVF0WExWcENrTm1UdlZ1MDVXZnFZVXRodnBxRk5GdHBVLTRTSzdiOTY4VWpncklGRTFuX2xCTHpXaGpPVHQ?oc=5,AI for good: How a Brandeis master's student is using computational linguistics to improve lives - Brandeis University,0
https://news.google.com/rss/articles/CBMiiAFBVV95cUxQMnNEdl85cDNCYzBZcVlzVG1Cd0ZTNHJFNV9UaGVJNkNEWWlKZkp4ZjhyeXhxTWJyeVdBTHQtU1lhS0Iza1oxblhuTzZWdFBEbnNieS12b2tNRDRoSE1PbDBzd0xDWE11UHlOMS1uVTJfWnEzN1QzSVpLUWZnNjk3Mm5aT0RDSUg0?oc=5,Natural Language Processing: How Machines Read and Write - Oracle,0
https://news.google.com/rss/articles/CBMizgFBVV95cUxPcUJQYXI1ZnpYbXpMUmhtaXZ5NjM4MXI1eFY0UDZURGRka3Q0TVQ5eGhFcnY4dDAtY0hUWjRiMG1Yc2J6NDFORVBxSjhYUmQyZEhKbm9aek1DVXVuOHdWYVpFdVlfTlpfYWlJX3NDMEtMTUFBWm9hREt4aGFWZHltYllMS29sMnhTd1MtN3o0QnhJSno3cEtlel9VR25xX0N4R21JM2FKRlVXWTEydlZwUlFrc3pMTGNMWlFuWlVocVRsb2RSOFk3R29jVGhmdw?oc=5,FSU unveils new master’s degree track in computational linguistics for Fall 2025 - Florida State University News,0
https://news.google.com/rss/articles/CBMiqwFBVV95cUxOcWZ5SGptQlJtejBpOXJGeHBmUS1IdDlGZVQ0b0ViamdFa2w0SS1BOFEyQ25YeUR0cnc4ZVZXNjAxd3NmdEY1RW5GMzJjT3pKMEZKV1BudDB4dVd0NmNDejJHZ0RieEM5VXBTVXgxMU5rcV94OHQwWnhCMGpaTXBBZ3J5enBaX01qTmVxUVpfd0pqc2l6TEJ1MmhoLXMxTUU2ejhtT2hZTTVLV0U?oc=5,Computational Linguistics Professor Featured in Article About A.I.-Created Humor - Texas A&M University-Commerce,0
https://news.google.com/rss/articles/CBMi0wFBVV95cUxOenU0REtTS3I0T1A0d25SeGhPbVA2bVA0QjkzaHRpOFE0VTBldVJndnota2haMkgxNGFmcHlfLXFkZHpBZDE0ZXlDZFU4bXU5RFhZMk9RRW5TazgyZlhjUG40TGwtT3RjYnJobGtlbEZXY3QxUnJMaXljaWFtUkFmZWxQdWJfekNFR19mV2o3b05oTFA5bDluNkNIUlRVZHhUWHdsWnBGQk1xdFo0ZkRPVjNMdFFPczIycFo3YW9NNVFXWVVyUEI4eV9hTWYxQXYxSUd3?oc=5,Computational Linguistics and Effective Legal Drafting - Stanford Law School,0
https://news.google.com/rss/articles/CBMiX0FVX3lxTE15dW9wdWtVSFV6Ump1T1JKcVlNSEp2LTFYbTN6bE1uTllZcE1sbUo0aUpFSnZCZ0ZKMlR4OEFGUU9yZmF5TDRDTjJTc0JZVkNKVUY0SG9hUTREbUJBeXBZ?oc=5,New Linguistics faculty Sara Ng explores issues in computational models of prosody and speech perception - Simon Fraser University,0
